day,station,extreme,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19,hr20,hr21,hr22,hr23
2011-02-02,B,max,4.811,4.821,4.81,4.841,4.84,4.85,4.841,4.841,4.861,5.71,4.911,5.73,5.731,9.811,11.48,11.49,10.671,10.651,9.801,7.31,5.7,4.9,4.88,4.05
2011-02-03,A,max,1.2,1.202,0.381,0.382,nan,-0.439,-0.44,-1.259,-1.259,-0.44,0.382,0.381,1.201,1.202,2.02,2.02,2.02,1.2,1.2,1.201,1.2,0.38,0.381,1.2
2011-02-03,A,min,1.2,1.198,0.379,0.378,nan,-0.441,-0.44,-1.261,-1.261,-0.44,0.378,0.379,1.199,1.198,2.02,2.02,2.02,1.2,1.2,1.199,1.2,0.38,0.379,1.2
2011-02-03,B,min,4.028,4.039,3.189,3.168,nan,2.358,2.327,1.529,1.509,2.299,3.09,3.06,3.889,3.92,4.77,4.76,4.728,3.91,3.929,3.929,3.899,3.079,3.049,3.838
2011-02-03,B,max,4.032,4.041,3.191,3.172,nan,2.362,2.333,1.531,1.511,2.301,3.09,3.06,3.891,3.92,4.77,4.76,4.732,3.91,3.931,3.931,3.901,3.081,3.051,3.842
2011-02-04,A,max,1.202,-0.439,-1.26,-1.258,nan,-1.26,-0.44,-1.259,-1.259,-0.439,1.201,2.02,2.842,3.662,4.481,4.48,5.302,3.661,2.84,2.842,2.84,2.841,2.84,2.84
2011-02-04,A,min,1.198,-0.441,-1.26,-1.262,nan,-1.26,-0.44,-1.261,-1.261,-0.441,1.199,2.02,2.838,3.658,4.479,4.48,5.298,3.659,2.84,2.838,2.84,2.839,2.84,2.84
2011-02-04,B,min,3.869,2.199,1.369,1.369,nan,1.378,2.229,1.41,1.4,2.219,3.869,4.689,5.479,6.3,7.118,7.09,7.92,6.289,5.449,5.44,5.409,5.39,5.369,5.378
2011-02-04,B,max,3.871,2.201,1.371,1.371,nan,1.382,2.231,1.41,1.4,2.221,3.871,4.691,5.481,6.3,7.122,7.09,7.92,6.291,5.451,5.44,5.411,5.39,5.371,5.382
2011-02-05,A,max,2.84,2.842,2.841,2.841,2.02,1.201,1.201,2.02,1.2,1.201,1.2,2.02,2.022,2.021,2.02,2.022,2.02,2.842,4.48,4.48,5.301,3.661,3.661,3.661
2011-02-05,A,min,2.84,2.838,2.839,2.839,2.02,1.199,1.199,2.02,1.2,1.199,1.2,2.02,2.018,2.019,2.02,2.018,2.02,2.838,4.48,4.48,5.299,3.659,3.659,3.659
2011-02-05,B,min,5.369,5.369,5.399,5.388,4.539,3.72,3.709,4.519,3.729,3.73,3.728,4.579,4.569,4.55,4.539,4.549,4.579,5.429,7.069,7.099,7.919,6.26,6.25,6.25
2011-02-05,B,max,5.371,5.371,5.401,5.392,4.541,3.72,3.711,4.521,3.731,3.73,3.732,4.581,4.571,4.55,4.541,4.551,4.581,5.431,7.071,7.101,7.921,6.26,6.25,6.25
2011-02-06,A,max,3.66,3.661,3.662,3.661,3.66,3.661,3.661,2.84,2.841,4.48,5.3,6.12,6.941,6.94,6.94,6.94,6.941,6.94,5.3,4.481,4.48,3.66,3.661,2.841
2011-02-06,A,min,3.66,3.659,3.658,3.659,3.66,3.659,3.659,2.84,2.839,4.48,5.3,6.12,6.939,6.94,6.94,6.94,6.939,6.94,5.3,4.479,4.48,3.66,3.659,2.839
2011-02-06,B,min,6.239,6.22,6.239,6.24,6.219,6.249,6.27,5.459,5.459,7.1,7.9,8.749,9.57,9.569,9.569,9.569,9.57,9.589,7.94,7.12,7.11,6.279,6.279,5.44
2011-02-06,B,max,6.241,6.22,6.241,6.24,6.221,6.251,6.27,5.461,5.461,7.1,7.9,8.751,9.57,9.571,9.571,9.571,9.57,9.591,7.94,7.12,7.11,6.281,6.281,5.44
2011-02-07,A,max,2.841,2.021,1.201,1.2,1.2,1.2,0.381,0.381,-0.439,2.022,2.84,5.3,6.12,7.761,7.761,8.58,7.762,6.121,6.94,6.12,6.123,6.121,4.48,5.301
2011-02-07,A,min,2.839,2.019,1.199,1.2,1.2,1.2,0.379,0.379,-0.441,2.018,2.84,5.3,6.12,7.759,7.759,8.58,7.758,6.119,6.94,6.12,6.117,6.119,4.48,5.299
2011-02-07,B,min,5.45,4.658,3.84,3.83,3.85,3.879,3.03,3.039,2.229,4.72,5.509,7.94,8.759,10.38,10.408,11.25,10.429,8.77,9.579,8.76,8.759,8.759,7.12,7.929
2011-02-07,B,max,5.45,4.662,3.84,3.83,3.85,3.881,3.03,3.041,2.231,4.72,5.511,7.94,8.761,10.38,10.412,11.25,10.431,8.77,9.581,8.76,8.761,8.761,7.12,7.931
2011-02-08,A,max,4.481,4.482,3.661,4.481,3.66,3.66,3.66,2.841,2.841,2.841,2.021,2.021,2.841,2.843,2.02,2.021,2.02,2.021,1.2,-0.438,-0.439,-1.259,-2.08,-2.079
2011-02-08,A,min,4.479,4.478,3.659,4.479,3.66,3.66,3.66,2.839,2.839,2.839,2.019,2.019,2.839,2.837,2.02,2.019,2.02,2.019,1.2,-0.442,-0.441,-1.261,-2.08,-2.081
2011-02-08,B,min,7.089,7.059,6.249,7.099,6.288,6.289,6.309,5.51,5.49,5.459,4.629,4.618,5.46,5.459,4.67,4.689,4.699,4.7,3.87,2.239,2.219,1.379,0.529,0.52
2011-02-09,A,max,-2.899,-2.899,-3.719,-4.54,nan,-4.54,-4.539,-4.539,-2.899,-2.079,-1.26,-1.259,0.381,0.381,1.2,1.2,1.201,1.201,0.382,-1.258,-1.26,-1.26,-0.44,-0.44
2011-02-09,A,min,-2.901,-2.901,-3.721,-4.54,nan,-4.54,-4.541,-4.541,-2.901,-2.081,-1.26,-1.261,0.379,0.379,1.2,1.2,1.199,1.199,0.378,-1.262,-1.26,-1.26,-0.44,-0.44
2011-02-09,B,min,-0.33,-0.35,-1.141,-1.95,nan,-1.95,-1.931,-1.902,-0.28,0.568,1.37,1.38,3.019,2.999,3.84,3.87,3.879,3.859,3.04,1.41,1.41,1.409,2.26,2.249
2011-02-10,A,max,-1.26,-1.259,-1.26,nan,-1.259,-2.079,-2.079,-2.899,-2.899,-2.079,-2.08,-1.259,-0.44,0.381,1.201,1.201,1.2,0.38,-0.44,-1.259,-1.26,-1.258,-2.079,-2.08
2011-02-10,A,min,-1.26,-1.261,-1.26,nan,-1.261,-2.081,-2.081,-2.901,-2.901,-2.081,-2.08,-1.261,-0.44,0.379,1.199,1.199,1.2,0.38,-0.44,-1.261,-1.26,-1.262,-2.081,-2.08
2011-02-10,B,min,1.419,1.41,1.4,nan,1.41,0.589,0.59,-0.23,-0.232,0.609,0.609,1.4,2.2,3.029,3.85,3.88,3.878,3.04,2.19,1.34,1.359,1.33,0.49,0.51
2011-02-10,B,max,1.421,1.41,1.4,nan,1.41,0.591,0.59,-0.23,-0.228,0.611,0.611,1.4,2.2,3.031,3.85,3.88,3.882,3.04,2.19,1.34,1.361,1.33,0.49,0.51
2011-02-11,A,max,-2.899,-2.9,-2.9,nan,nan,-3.72,-2.899,-3.719,-2.899,-2.078,-1.259,2.02,2.021,2.841,5.3,6.121,5.301,5.3,4.482,3.66,2.021,1.202,1.201,0.381
2011-02-11,A,min,-2.901,-2.9,-2.9,nan,nan,-3.72,-2.901,-3.721,-2.901,-2.082,-1.261,2.02,2.019,2.839,5.3,6.119,5.299,5.3,4.478,3.66,2.019,1.198,1.199,0.379
2011-02-11,B,min,-0.331,-0.34,-0.362,nan,nan,-1.19,-0.36,-1.182,-0.33,0.499,1.349,4.629,4.638,5.468,7.96,8.78,7.948,7.92,7.069,6.269,4.639,3.789,3.759,2.959
2011-02-11,B,max,-0.329,-0.34,-0.358,nan,nan,-1.19,-0.36,-1.178,-0.33,0.501,1.351,4.631,4.642,5.472,7.96,8.78,7.952,7.92,7.071,6.271,4.641,3.791,3.761,2.961
2011-02-12,A,min,-0.441,-1.261,-1.262,-2.081,-2.08,-2.081,-2.081,-2.08,-1.26,-0.441,2.02,5.299,5.3,5.299,6.939,6.939,6.94,6.119,4.48,4.479,3.66,3.659,2.839,2.019
2011-02-12,B,min,2.15,1.33,1.309,0.489,0.469,0.488,0.509,0.5,1.299,2.109,4.59,7.889,7.91,7.909,9.549,9.58,9.577,8.77,7.129,7.148,6.329,6.299,5.468,4.62
2011-02-12,B,max,2.15,1.33,1.311,0.491,0.471,0.492,0.511,0.5,1.301,2.111,4.59,7.891,7.91,7.911,9.551,9.58,9.583,8.77,7.131,7.152,6.331,6.301,5.472,4.62
2011-02-13,A,max,1.2,1.201,1.201,1.2,1.201,nan,1.201,2.021,2.022,2.841,5.3,6.122,7.761,8.58,9.4,9.4,10.22,10.221,9.4,9.401,9.4,9.4,9.4,9.402
2011-02-13,A,min,1.2,1.199,1.199,1.2,1.199,nan,1.199,2.019,2.018,2.839,5.3,6.118,7.759,8.58,9.4,9.4,10.22,10.219,9.4,9.399,9.4,9.4,9.4,9.398
2011-02-13,B,min,3.799,3.8,3.788,3.77,3.769,nan,3.739,4.53,4.559,5.379,7.829,8.679,10.289,11.138,11.97,11.988,12.779,12.75,11.909,11.939,11.94,11.95,11.919,11.95
2011-02-13,B,max,3.801,3.8,3.792,3.77,3.771,nan,3.741,4.53,4.561,5.381,7.831,8.681,10.291,11.142,11.97,11.992,12.781,12.75,11.911,11.941,11.94,11.95,11.921,11.95
2011-02-14,A,max,8.58,8.581,7.76,6.94,6.12,6.121,6.941,6.94,8.581,9.4,11.043,14.322,15.961,16.78,17.6,15.961,14.32,11.86,9.401,8.581,7.76,7.761,6.94,6.12
2011-02-14,A,min,8.58,8.579,7.76,6.94,6.12,6.119,6.939,6.94,8.579,9.4,11.037,14.318,15.959,16.78,17.6,15.959,14.32,11.86,9.399,8.579,7.76,7.759,6.94,6.12
2011-02-14,B,min,11.129,11.159,10.36,9.549,8.719,8.71,9.5,9.479,11.149,11.97,13.599,16.909,18.52,19.339,20.15,18.51,16.858,14.399,11.909,11.079,10.258,10.249,9.449,8.629
2011-02-14,B,max,11.131,11.161,10.36,9.551,8.721,8.71,9.5,9.481,11.151,11.97,13.601,16.911,18.52,19.341,20.15,18.51,16.862,14.401,11.911,11.081,10.262,10.251,9.451,8.631
2011-02-15,A,max,5.301,5.3,4.482,nan,2.02,2.021,1.201,1.2,1.201,2.021,2.841,3.661,4.48,6.121,6.941,6.941,6.94,6.121,5.3,4.481,3.66,2.842,2.841,2.021
2011-02-15,A,min,5.299,5.3,4.478,nan,2.02,2.019,1.199,1.2,1.199,2.019,2.839,3.659,4.48,6.119,6.939,6.939,6.94,6.119,5.3,4.479,3.66,2.838,2.839,2.019
2011-02-15,B,min,7.828,7.83,7.02,nan,4.54,4.53,3.739,3.77,3.78,4.619,5.439,6.249,7.068,8.739,9.578,9.56,9.529,8.708,7.89,7.089,6.279,5.459,5.457,4.64
2011-02-15,B,max,7.832,7.83,7.02,nan,4.54,4.53,3.741,3.77,3.78,4.621,5.441,6.251,7.072,8.741,9.582,9.56,9.531,8.712,7.89,7.091,6.281,5.461,5.463,4.64
2011-02-16,A,max,2.021,1.201,nan,1.2,1.2,1.2,1.201,1.201,2.02,2.843,3.661,6.941,8.582,10.221,11.86,11.861,11.86,11.862,9.401,6.941,8.58,7.761,6.942,8.581
2011-02-16,A,min,2.019,1.199,nan,1.2,1.2,1.2,1.199,1.199,2.02,2.837,3.659,6.939,8.578,10.219,11.86,11.859,11.86,11.858,9.399,6.939,8.58,7.759,6.938,8.579
2011-02-16,B,min,4.66,3.869,nan,3.868,3.849,3.849,3.859,3.85,4.64,5.459,6.279,9.589,11.25,12.869,14.489,14.468,14.449,14.448,11.97,9.488,11.108,10.299,9.499,11.139
2011-02-16,B,max,4.66,3.871,nan,3.872,3.851,3.851,3.861,3.85,4.64,5.461,6.281,9.591,11.25,12.871,14.491,14.472,14.451,14.452,11.97,9.492,11.112,10.301,9.501,11.141
2011-02-17,A,max,6.94,6.941,6.94,6.941,6.121,6.12,5.301,6.121,6.12,7.76,8.581,11.042,12.681,15.141,17.6,17.601,15.96,16.783,15.141,12.68,12.682,14.32,13.5,11.86
2011-02-17,A,min,6.94,6.939,6.94,6.939,6.119,6.12,5.299,6.119,6.12,7.76,8.579,11.038,12.679,15.139,17.6,17.599,15.96,16.777,15.139,12.68,12.678,14.32,13.5,11.86
2011-02-17,B,min,9.51,9.478,9.49,9.49,8.69,8.69,7.89,8.688,8.698,10.34,11.159,13.589,15.22,17.649,20.14,20.149,18.488,19.298,17.68,15.22,15.219,16.839,16.019,14.379
2011-02-17,B,max,9.51,9.482,9.49,9.49,8.69,8.69,7.89,8.692,8.702,10.34,11.161,13.591,15.22,17.651,20.14,20.151,18.492,19.302,17.68,15.22,15.221,16.841,16.021,14.381
2011-02-18,A,max,11.041,11.04,11.041,11.861,11.86,11.862,11.041,10.22,10.221,10.222,11.04,11.041,13.501,17.601,20.06,20.061,20.061,20.061,19.243,18.422,17.601,16.781,15.142,14.32
2011-02-18,A,min,11.039,11.04,11.039,11.859,11.86,11.858,11.039,10.22,10.219,10.218,11.04,11.039,13.499,17.599,20.06,20.059,20.059,20.059,19.237,18.418,17.599,16.779,15.138,14.32
2011-02-18,B,min,13.539,13.54,13.52,14.35,14.379,14.38,13.579,12.74,12.739,12.709,13.55,13.53,15.99,20.119,22.55,22.54,22.539,22.519,21.7,20.88,20.08,19.259,17.6,16.77
2011-02-19,A,max,12.68,11.86,11.041,10.221,9.401,9.4,9.402,8.581,8.582,9.401,10.22,11.042,11.041,11.04,11.86,11.04,11.04,10.22,7.76,6.941,6.121,6.121,5.3,4.48
2011-02-19,A,min,12.68,11.86,11.039,10.219,9.399,9.4,9.398,8.579,8.578,9.399,10.22,11.038,11.039,11.04,11.86,11.04,11.04,10.22,7.76,6.939,6.119,6.119,5.3,4.48
2011-02-19,B,min,15.149,14.33,13.54,12.749,11.93,11.929,11.93,11.119,11.109,11.939,12.769,13.58,13.58,13.57,14.38,13.56,13.58,12.779,10.32,9.51,8.69,8.699,7.859,7.019
2011-02-19,B,max,15.151,14.33,13.54,12.751,11.93,11.931,11.93,11.121,11.111,11.941,12.771,13.58,13.58,13.57,14.38,13.56,13.58,12.781,10.32,9.51,8.69,8.701,7.861,7.021
2011-02-20,A,max,3.66,2.84,2.84,2.02,2.02,nan,1.202,0.38,1.2,2.02,3.661,5.3,5.3,6.94,7.761,7.76,7.76,6.94,6.94,6.943,6.942,6.121,6.121,5.3
2011-02-20,A,min,3.66,2.84,2.84,2.02,2.02,nan,1.198,0.38,1.2,2.02,3.659,5.3,5.3,6.94,7.759,7.76,7.76,6.94,6.94,6.937,6.938,6.119,6.119,5.3
2011-02-20,B,min,6.21,5.409,5.409,4.56,4.589,nan,3.78,2.969,3.798,4.589,6.21,7.829,7.8,9.439,10.289,10.309,10.279,9.429,9.429,9.427,9.419,8.589,8.559,7.75
2011-02-20,B,max,6.21,5.411,5.411,4.56,4.591,nan,3.78,2.971,3.802,4.591,6.21,7.831,7.8,9.441,10.291,10.311,10.281,9.431,9.431,9.433,9.421,8.591,8.561,7.75
2011-02-21,A,max,6.941,6.94,6.942,6.942,6.121,6.94,10.22,10.22,6.121,6.12,6.12,6.121,6.121,5.301,6.121,5.3,4.48,4.481,2.841,2.841,2.842,2.02,1.201,1.202
2011-02-21,A,min,6.939,6.94,6.938,6.938,6.119,6.94,10.22,10.22,6.119,6.12,6.12,6.119,6.119,5.299,6.119,5.3,4.48,4.479,2.839,2.839,2.838,2.02,1.199,1.198
2011-02-21,B,min,9.389,9.379,9.399,9.399,8.579,9.399,12.67,12.648,8.539,8.569,8.559,8.579,8.59,7.779,8.6,7.769,6.95,6.979,5.33,5.349,5.339,4.538,3.719,3.729
2011-02-21,B,max,9.391,9.381,9.401,9.401,8.581,9.401,12.67,12.652,8.541,8.571,8.561,8.581,8.59,7.781,8.6,7.771,6.95,6.981,5.33,5.351,5.341,4.542,3.721,3.731
2011-02-22,A,max,nan,nan,nan,nan,nan,nan,-2.078,-2.079,-2.08,-1.26,-0.44,-0.44,1.202,2.02,2.02,2.841,2.021,2.021,2.021,1.201,1.2,1.2,-0.44,-0.439
2011-02-22,A,min,nan,nan,nan,nan,nan,nan,-2.082,-2.081,-2.08,-1.26,-0.44,-0.44,1.198,2.02,2.02,2.839,2.019,2.019,2.019,1.199,1.2,1.2,-0.44,-0.441
2011-02-22,B,min,nan,nan,nan,nan,nan,nan,0.428,0.429,0.429,1.26,2.109,2.109,3.75,4.56,4.559,5.389,4.55,4.577,4.56,3.71,3.689,3.669,2.03,2.03
2011-02-22,B,max,nan,nan,nan,nan,nan,nan,0.432,0.431,0.431,1.26,2.111,2.111,3.75,4.56,4.561,5.391,4.55,4.583,4.56,3.71,3.691,3.671,2.03,2.03
2011-02-23,A,max,-1.258,-1.258,-2.08,-2.079,nan,-2.079,-2.079,-2.079,-1.26,0.38,1.201,2.841,3.66,5.3,6.121,6.94,6.942,6.942,6.121,5.3,2.84,2.841,2.84,2.021
2011-02-23,A,min,-1.262,-1.262,-2.08,-2.081,nan,-2.081,-2.081,-2.081,-1.26,0.38,1.199,2.839,3.66,5.3,6.119,6.94,6.938,6.938,6.119,5.3,2.84,2.839,2.84,2.019
2011-02-23,B,min,1.199,1.22,0.397,0.369,nan,0.39,0.389,0.399,1.249,2.889,3.729,5.38,6.199,7.81,8.65,9.449,9.45,9.458,8.618,7.779,5.289,5.318,5.34,4.509
2011-02-23,B,max,1.201,1.22,0.403,0.371,nan,0.39,0.391,0.401,1.251,2.891,3.731,5.38,6.201,7.81,8.65,9.451,9.45,9.462,8.622,7.781,5.291,5.322,5.34,4.511
2011-02-24,A,max,2.02,2.021,1.2,1.2,nan,1.2,1.2,1.201,2.842,2.841,3.661,6.121,7.76,8.581,9.402,9.4,8.582,7.761,6.941,6.941,6.943,6.94,6.94,6.121
2011-02-24,A,min,2.02,2.019,1.2,1.2,nan,1.2,1.2,1.199,2.838,2.839,3.659,6.119,7.76,8.579,9.398,9.4,8.578,7.759,6.939,6.939,6.937,6.94,6.94,6.119
2011-02-24,B,min,4.48,4.509,3.709,3.699,nan,3.689,3.689,3.669,5.298,5.32,6.14,8.58,10.199,11.02,11.839,11.81,10.989,10.17,9.359,9.368,9.359,9.36,9.38,8.56
2011-02-24,B,max,4.48,4.511,3.711,3.701,nan,3.691,3.691,3.671,5.302,5.32,6.14,8.58,10.201,11.02,11.841,11.81,10.991,10.17,9.361,9.372,9.361,9.36,9.38,8.56
2011-02-25,A,max,6.121,6.122,6.121,6.121,nan,6.12,6.94,6.941,7.76,6.94,10.22,14.32,15.141,15.141,15.96,11.861,6.122,6.121,6.121,5.301,5.3,4.481,3.66,3.66
2011-02-25,A,min,6.119,6.118,6.119,6.119,nan,6.12,6.94,6.939,7.76,6.94,10.22,14.32,15.139,15.139,15.96,11.859,6.118,6.119,6.119,5.299,5.3,4.479,3.66,3.66
2011-02-25,B,min,8.54,8.539,8.538,8.549,nan,8.56,9.399,9.379,10.17,9.339,12.619,16.7,17.529,17.509,18.329,14.21,8.459,8.459,8.458,7.628,7.65,6.829,6.01,6.019
2011-02-25,B,max,8.54,8.541,8.542,8.551,nan,8.56,9.401,9.381,10.17,9.341,12.621,16.7,17.531,17.511,18.331,14.21,8.461,8.461,8.462,7.632,7.65,6.831,6.01,6.021
2011-02-26,A,max,2.842,2.842,2.022,2.021,2.02,2.02,2.02,2.02,2.841,3.661,5.301,5.3,6.12,6.941,6.94,7.76,7.761,7.76,6.94,6.12,5.3,4.48,4.481,4.48
2011-02-26,A,min,2.838,2.838,2.018,2.019,2.02,2.02,2.02,2.02,2.839,3.659,5.299,5.3,6.12,6.939,6.94,7.76,7.759,7.76,6.94,6.12,5.3,4.48,4.479,4.48
2011-02-26,B,min,5.199,5.178,4.33,4.309,4.279,4.3,4.288,4.3,5.139,5.949,7.559,7.54,8.339,9.16,9.159,10.0,9.999,9.97,9.129,8.329,7.54,6.72,6.73,6.7
2011-02-26,B,max,5.201,5.182,4.33,4.311,4.281,4.3,4.292,4.3,5.141,5.951,7.561,7.54,8.341,9.16,9.161,10.0,10.001,9.97,9.131,8.331,7.54,6.72,6.73,6.7
2011-02-27,A,max,3.66,3.66,3.661,3.66,2.842,nan,2.841,2.84,3.662,4.481,5.302,7.761,9.402,10.22,11.04,11.862,12.682,10.221,9.401,9.4,9.4,8.58,8.58,7.762
2011-02-27,A,min,3.66,3.66,3.659,3.66,2.838,nan,2.839,2.84,3.658,4.479,5.298,7.759,9.398,10.22,11.04,11.858,12.678,10.219,9.399,9.4,9.4,8.58,8.58,7.758
2011-02-27,B,min,5.878,5.88,5.879,5.899,5.109,nan,5.129,5.129,5.969,6.79,7.629,10.12,11.79,12.58,13.429,14.219,15.02,12.59,11.759,11.789,11.79,10.96,10.94,10.1
2011-02-27,B,max,5.882,5.88,5.881,5.901,5.111,nan,5.131,5.131,5.971,6.79,7.631,10.12,11.79,12.58,13.431,14.221,15.02,12.59,11.761,11.791,11.79,10.96,10.94,10.1
2011-02-28,A,max,7.761,6.94,nan,6.12,nan,6.941,6.94,7.761,6.94,10.221,14.32,15.962,15.961,11.86,10.22,10.221,10.221,9.401,11.862,11.041,11.042,8.581,6.94,6.12
2011-02-28,A,min,7.759,6.94,nan,6.12,nan,6.939,6.94,7.759,6.94,10.219,14.32,15.958,15.959,11.86,10.22,10.219,10.219,9.399,11.858,11.039,11.038,8.579,6.94,6.12
2011-02-28,B,min,10.109,9.27,nan,8.46,nan,9.249,9.27,10.09,9.258,12.559,16.689,18.359,18.369,14.249,12.598,12.59,12.59,11.748,14.23,13.389,13.42,10.959,9.348,8.5
2011-02-28,B,max,10.111,9.27,nan,8.46,nan,9.251,9.27,10.09,9.262,12.561,16.691,18.361,18.371,14.251,12.602,12.59,12.59,11.752,14.23,13.391,13.42,10.961,9.352,8.5
2011-03-01,A,max,5.3,3.661,2.841,2.021,2.021,1.201,1.202,1.201,1.201,2.022,2.841,4.48,5.301,6.121,6.122,6.94,6.94,6.94,6.12,5.301,5.302,3.66,2.84,2.842
2011-03-01,A,min,5.3,3.659,2.839,2.019,2.019,1.199,1.198,1.199,1.199,2.018,2.839,4.48,5.299,6.119,6.118,6.94,6.94,6.94,6.12,5.299,5.298,3.66,2.84,2.838
2011-03-01,B,min,7.649,5.989,5.149,4.329,4.329,3.51,3.52,3.519,3.499,4.309,5.139,6.749,7.569,8.418,8.449,9.258,9.227,9.229,8.4,7.559,7.56,5.899,5.1,5.069
2011-03-01,B,max,7.651,5.991,5.151,4.331,4.331,3.51,3.52,3.521,3.501,4.311,5.141,6.751,7.571,8.422,8.451,9.262,9.233,9.231,8.4,7.561,7.56,5.901,5.1,5.071
2011-03-02,A,max,2.022,2.021,2.021,2.021,1.2,2.02,2.021,2.021,2.84,4.481,6.123,6.942,9.401,13.501,14.321,15.141,15.142,13.501,11.86,9.401,7.76,6.941,5.301,3.661
2011-03-02,A,min,2.018,2.019,2.019,2.019,1.2,2.02,2.019,2.019,2.84,4.479,6.117,6.938,9.399,13.499,14.319,15.139,15.138,13.499,11.86,9.399,7.76,6.939,5.299,3.659
2011-03-02,B,min,4.219,4.218,4.219,4.208,3.389,4.22,4.208,4.229,5.02,6.658,8.31,9.11,11.599,15.73,16.529,17.32,17.32,15.658,13.988,11.559,9.92,9.099,7.45,5.809
2011-03-02,B,max,4.221,4.222,4.221,4.212,3.391,4.22,4.212,4.231,5.02,6.662,8.31,9.11,11.601,15.73,16.531,17.32,17.32,15.662,13.992,11.561,9.92,9.101,7.45,5.811
2011-03-03,A,max,2.841,2.84,1.2,1.2,-0.439,-1.258,-1.259,-2.079,-1.259,-0.44,0.381,1.2,2.02,2.023,2.841,2.841,3.661,3.662,2.84,1.201,1.2,0.38,1.201,0.38
2011-03-03,A,min,2.839,2.84,1.2,1.2,-0.441,-1.262,-1.261,-2.081,-1.261,-0.44,0.379,1.2,2.02,2.017,2.839,2.839,3.659,3.658,2.84,1.199,1.2,0.38,1.199,0.38
2011-03-03,B,min,4.969,4.96,3.289,3.3,1.679,0.868,0.86,0.03,0.85,1.67,2.508,3.318,4.167,4.17,5.009,4.99,5.779,5.8,5.01,3.389,3.379,2.569,3.407,2.588
2011-03-03,B,max,4.971,4.96,3.291,3.3,1.681,0.872,0.86,0.03,0.85,1.67,2.512,3.322,4.173,4.17,5.011,4.99,5.781,5.8,5.01,3.391,3.381,2.571,3.413,2.592
2011-03-04,A,max,1.201,0.38,0.381,0.381,0.382,-0.44,-0.44,-0.44,0.382,2.022,2.841,4.48,6.121,6.941,7.76,7.76,7.76,7.761,6.941,6.121,5.3,5.301,5.302,5.301
2011-03-04,A,min,1.199,0.38,0.379,0.379,0.378,-0.44,-0.44,-0.44,0.378,2.018,2.839,4.48,6.119,6.939,7.76,7.76,7.76,7.759,6.939,6.119,5.3,5.299,5.298,5.299
2011-03-04,B,min,3.439,2.63,2.63,2.648,2.678,1.83,1.83,1.83,2.659,4.32,5.169,6.839,8.458,9.289,10.13,10.109,10.129,10.15,9.349,8.559,7.739,7.749,7.719,7.73
2011-03-04,B,max,3.441,2.63,2.63,2.652,2.682,1.83,1.83,1.83,2.661,4.32,5.171,6.841,8.462,9.291,10.13,10.111,10.131,10.15,9.351,8.561,7.741,7.751,7.721,7.73
2011-03-05,A,min,4.48,5.298,5.298,5.298,5.3,5.3,5.299,5.3,5.299,6.119,6.939,9.4,11.04,11.86,12.679,11.859,12.679,12.679,12.68,11.858,11.039,11.04,10.219,11.039
2011-03-05,B,min,6.938,7.738,7.72,7.739,7.71,7.68,7.699,7.669,7.659,8.499,9.288,11.77,13.38,14.18,14.988,14.15,14.989,15.008,15.029,14.179,13.37,13.36,12.549,13.35
2011-03-05,B,max,6.942,7.742,7.72,7.741,7.71,7.68,7.701,7.671,7.661,8.501,9.292,11.77,13.38,14.18,14.992,14.15,14.991,15.012,15.031,14.181,13.37,13.36,12.551,13.35
2011-03-06,A,max,10.221,10.221,9.4,10.221,10.221,nan,10.22,10.222,9.4,10.221,10.221,10.221,11.86,11.86,11.04,11.041,7.76,6.941,6.121,5.301,4.48,2.84,2.02,2.021
2011-03-06,A,min,10.219,10.219,9.4,10.219,10.219,nan,10.22,10.218,9.4,10.219,10.219,10.219,11.86,11.86,11.04,11.039,7.76,6.939,6.119,5.299,4.48,2.84,2.02,2.019
2011-03-06,B,min,12.538,12.539,11.729,12.549,12.529,nan,12.538,12.538,11.728,12.569,12.59,12.6,14.21,14.18,13.34,13.36,10.079,9.249,8.418,7.629,6.809,5.14,4.31,4.29
2011-03-06,B,max,12.542,12.541,11.731,12.551,12.531,nan,12.542,12.542,11.732,12.571,12.59,12.6,14.21,14.18,13.34,13.36,10.081,9.251,8.422,7.631,6.811,5.14,4.31,4.29
2011-03-07,A,max,1.2,1.2,nan,1.201,1.2,1.201,1.2,1.201,1.202,2.02,2.84,3.661,5.3,6.121,6.12,6.94,6.942,6.942,6.121,5.301,5.301,4.481,3.661,4.481
2011-03-07,A,min,1.2,1.2,nan,1.199,1.2,1.199,1.2,1.199,1.198,2.02,2.84,3.659,5.3,6.119,6.12,6.94,6.938,6.938,6.119,5.299,5.299,4.479,3.659,4.479
2011-03-07,B,min,3.489,3.479,nan,3.47,3.48,3.48,3.489,3.51,3.51,4.339,5.189,5.999,7.659,8.51,8.539,9.36,9.38,9.359,8.518,7.7,7.679,6.85,6.008,6.808
2011-03-07,B,max,3.491,3.481,nan,3.47,3.48,3.48,3.491,3.51,3.51,4.341,5.191,6.001,7.661,8.51,8.541,9.36,9.38,9.361,8.522,7.7,7.681,6.85,6.012,6.812
